"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_1039","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
"OTU_1041","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_104","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured",""
"OTU_1042","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1043","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",""
"OTU_1044","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",""
"OTU_1045","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_1046","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","","",""
"OTU_1047","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured",""
"OTU_1048","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1049","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_1050","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_10","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",""
"OTU_1051","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_105","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"OTU_1052","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_1053","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",""
"OTU_1054","Bacteria","Chloroflexi","Anaerolineae","","","",""
"OTU_1055","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_1057","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","","",""
"OTU_1058","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_1059","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","",""
"OTU_1060","Bacteria","Proteobacteria","Deltaproteobacteria","","","",""
"OTU_1061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","",""
"OTU_1062","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_106","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1063","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","",""
"OTU_1065","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured",""
"OTU_1066","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1067","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_1068","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured",""
"OTU_1070","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",""
"OTU_107","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","",""
"OTU_1072","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_1073","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1075","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured","metagenome"
"OTU_1076","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1077","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1078","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"OTU_1079","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"OTU_1080","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia",""
"OTU_1081","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",""
"OTU_108","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes","metagenome"
"OTU_1082","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_1083","Bacteria","Acidobacteria","Subgroup_20","","","",""
"OTU_1084","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1086","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"OTU_1087","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured_bacterium"
"OTU_1088","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_1089","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","","",""
"OTU_1090","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_1091","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1092","Bacteria","Actinobacteria","Thermoleophilia","uncultured","","",""
"OTU_109","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","metagenome"
"OTU_1095","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1099","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"OTU_1100","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",""
"OTU_1101","Bacteria","Proteobacteria","Deltaproteobacteria","","","",""
"OTU_1102","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",""
"OTU_1103","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",""
"OTU_110","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_1104","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1106","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_1111","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia","uncultured_bacterium"
"OTU_1112","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1113","Bacteria","Actinobacteria","Acidimicrobiia","Actinomarinales","uncultured","",""
"OTU_1114","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1115","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_alpha_proteobacterium"
"OTU_1116","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_1117","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_111","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",""
"OTU_1119","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","",""
"OTU_1120","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_1121","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_1122","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_alginolyticus"
"OTU_1123","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia",""
"OTU_1124","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured",""
"OTU_1125","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_1126","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_1127","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured",""
"OTU_112","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","uncultured",""
"OTU_1130","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured_bacterium"
"OTU_1131","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured_Bdellovibrio_sp."
"OTU_1132","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"OTU_1134","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",""
"OTU_1136","Bacteria","","","","","",""
"OTU_113","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_1137","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured_bacterium"
"OTU_1138","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea","uncultured_bacterium"
"OTU_1139","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_114","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea","uncultured_bacterium"
"OTU_1140","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured_Nitrospiraceae_bacterium"
"OTU_11","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_1141","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1142","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_1143","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured","metagenome"
"OTU_1144","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_1145","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"OTU_1146","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catelliglobosispora",""
"OTU_1147","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_1148","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_1149","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_115","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1151","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","metagenome"
"OTU_1152","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"OTU_1153","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_1155","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","",""
"OTU_1156","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1157","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_1158","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1159","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_1160","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",""
"OTU_116","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1161","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea","uncultured_bacterium"
"OTU_1163","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured","metagenome"
"OTU_1164","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_1165","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_1166","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1167","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_1168","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1169","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_1171","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","",""
"OTU_117","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","",""
"OTU_1172","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_1173","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Aquiluna","uncultured_bacterium"
"OTU_1176","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium"
"OTU_1177","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1180","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_1181","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_118","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_1182","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1183","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1",""
"OTU_1184","Bacteria","Acidobacteria","Subgroup_5","","","",""
"OTU_1185","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","",""
"OTU_1186","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_1188","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"OTU_1189","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_1190","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",""
"OTU_119","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","",""
"OTU_1193","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","",""
"OTU_1194","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_1195","Bacteria","Acidobacteria","Subgroup_18","","","",""
"OTU_1196","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",""
"OTU_1197","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_1198","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_1199","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_1201","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_1202","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_1204","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_1205","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_1206","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_1208","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured",""
"OTU_1209","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_120","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",""
"OTU_1210","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_1211","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira_sp._enrichment_culture_clone_80"
"OTU_121","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_1212","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_1213","Bacteria","Proteobacteria","Deltaproteobacteria","RCP2-54","","",""
"OTU_1216","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"OTU_1217","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_1218","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_1221","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_122","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","uncultured",""
"OTU_1223","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","",""
"OTU_1225","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1226","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_1227","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_12","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_1228","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1229","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_1230","Bacteria","Actinobacteria","Actinobacteria","","","",""
"OTU_1231","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_123","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Gemmatimonadetes_bacterium"
"OTU_1232","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_1233","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_1234","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_1235","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1236","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","",""
"OTU_1237","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1238","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_soil_bacterium"
"OTU_1239","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","",""
"OTU_1240","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","",""
"OTU_1241","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1243","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium",""
"OTU_1244","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_124","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax","beta_proteobacterium_PI_GH1.1.A4"
"OTU_1245","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_1246","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_1247","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured",""
"OTU_1249","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter",""
"OTU_1250","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_1252","Bacteria","Bacteroidetes","Bacteroidia","","","",""
"OTU_1253","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","",""
"OTU_1254","Bacteria","Chloroflexi","TK10","","","",""
"OTU_1255","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella","uncultured_bacterium"
"OTU_125","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea","uncultured_bacterium"
"OTU_1256","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_1257","Bacteria","Chloroflexi","Anaerolineae","SBR1031","","",""
"OTU_1258","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured_Chitinophagaceae_bacterium"
"OTU_1259","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_1260","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_126","Bacteria","Chloroflexi","Gitt-GS-136","","","",""
